,testloss,testacc,trainloss,trainacc
0,0.6937377314567565,0.5035549998283386,0.6938726234436036,0.5028975009918213
1,0.6931347861289978,0.5028849840164185,0.6931339340209961,0.5051087737083435
2,0.6929239711761475,0.5049650073051453,0.6929061617851258,0.5063825249671936
3,0.6928183450698853,0.5057700276374817,0.6927775888442993,0.5074300169944763
4,0.6927302150726319,0.5068349838256836,0.6926708965301513,0.5083774924278259
5,0.6926603546142578,0.5067999958992004,0.6925860500335693,0.5091375112533569
6,0.6925956645011901,0.5074599981307983,0.6924906625747681,0.5098124742507935
7,0.6925458602905273,0.5067949891090393,0.6924227442741394,0.5101500153541565
8,0.6924906206130982,0.506879985332489,0.6923378410339356,0.5115650296211243
9,0.6924582281112671,0.5077149868011475,0.6922669086456299,0.512102484703064
10,0.6924103856086731,0.5072600245475769,0.6921929001808167,0.512470006942749
11,0.6923707075119019,0.5076975226402283,0.6921195468902588,0.512624979019165
12,0.6923153767585755,0.5078150033950806,0.6920552525520325,0.5128650069236755
13,0.6922972025871277,0.5080699920654297,0.6919787635803223,0.5132399797439575
14,0.6922577977180481,0.508080005645752,0.6918977422714233,0.5137050151824951
15,0.6922293019294739,0.5075500011444092,0.6918167228698731,0.5139362215995789
16,0.6921700587272644,0.5083799958229065,0.6917141695022583,0.5141724944114685
17,0.692140221118927,0.5081350207328796,0.6916297497749329,0.5145025253295898
18,0.6920912189483642,0.5086650252342224,0.6915250835418701,0.5149174928665161
19,0.6920421662330627,0.5088800191879272,0.6914284448623658,0.5157600045204163
20,0.6919823451042175,0.5091500282287598,0.6913259534835815,0.5159025192260742
21,0.6919250898361206,0.5097399950027466,0.6912298994064331,0.5163237452507019
22,0.6918810176849365,0.509784996509552,0.6911396403312683,0.5170724987983704
23,0.6918338766098022,0.509975016117096,0.6910290756225586,0.5177000164985657
24,0.6917863383293151,0.5099325180053711,0.6909336447715759,0.5179212689399719
25,0.6917400918006897,0.5099800229072571,0.6908560738563537,0.5183075070381165
26,0.6917003531455994,0.5099449753761292,0.6907597632408142,0.5183362364768982
27,0.6916501297950745,0.5101850032806396,0.6906738934516907,0.518827497959137
28,0.6915994482040405,0.5110999941825867,0.690578345298767,0.5192400217056274
29,0.6915655970573426,0.5107449889183044,0.6904805779457093,0.5196537375450134
30,0.6915384650230407,0.5108100175857544,0.6903900356292725,0.5197175145149231
31,0.6914852666854858,0.5106499791145325,0.6903066196441651,0.5201637744903564
32,0.6914525747299194,0.5116450190544128,0.6902207074165344,0.5207474827766418
33,0.6914126510620118,0.5119600296020508,0.6901357564926147,0.520761251449585
34,0.6913702011108398,0.5121099948883057,0.6900492243766785,0.5212025046348572
35,0.691334424495697,0.5116699934005737,0.6899730229377746,0.521966278553009
36,0.6913131332397461,0.5118150115013123,0.689894775390625,0.5219625234603882
37,0.691265673160553,0.5116649866104126,0.6898067574501038,0.5225200057029724
38,0.6912382745742798,0.5119900107383728,0.6897150950431824,0.522272527217865
39,0.6912060632705689,0.511614978313446,0.6896486535072327,0.5224499702453613
40,0.691184775352478,0.511834979057312,0.6895703964233398,0.5229125022888184
41,0.6911606106758118,0.5115050077438354,0.6894919991493225,0.5235900282859802
42,0.6911365103721618,0.5118550062179565,0.6894076595306396,0.5239424705505371
43,0.6910996737480164,0.5122575163841248,0.689324695110321,0.5241249799728394
44,0.6910754632949829,0.5118399858474731,0.6892501330375671,0.5243350267410278
45,0.6910365228652954,0.5120499730110168,0.6891920223236084,0.5246300101280212
46,0.6910294075012207,0.5123950242996216,0.6890950150489807,0.525026261806488
47,0.691014241695404,0.5125449895858765,0.689031174659729,0.5252724885940552
48,0.6909810700416565,0.5127350091934204,0.6889574360847474,0.5255962610244751
49,0.6909645037651062,0.5125600099563599,0.6888832106590271,0.5259850025177002
50,0.6909523754119873,0.5128350257873535,0.6888081154823303,0.5260512232780457
51,0.6909026908874512,0.5131450295448303,0.688742871761322,0.526601254940033
52,0.6909041557312011,0.5132449865341187,0.6886680397987366,0.5268787741661072
53,0.6908852577209472,0.5130724906921387,0.6885942606925964,0.5269637703895569
54,0.6908452820777893,0.5130050182342529,0.6885360422134399,0.5273687243461609
55,0.6908322534561158,0.5131649971008301,0.6884589772224426,0.5277100205421448
56,0.6908085570335388,0.5134050250053406,0.6884028415679931,0.5277125239372253
57,0.6907981076240539,0.5133450031280518,0.6883242330551147,0.5281000137329102
58,0.690799898147583,0.5131800174713135,0.6882713584899902,0.5287349820137024
59,0.6907883749008179,0.5136299729347229,0.6881984524726867,0.5284937620162964
60,0.6907844171524048,0.5132399797439575,0.6881474781036377,0.5291000008583069
61,0.6907526636123658,0.5134599804878235,0.688075565814972,0.528980016708374
62,0.6907332458496094,0.5136150121688843,0.6880127334594727,0.5293974876403809
63,0.690723874092102,0.5131924748420715,0.6879668197631836,0.5295087695121765
64,0.6907034077644348,0.5134599804878235,0.6878839111328126,0.5303300023078918
65,0.6906923170089722,0.5135300159454346,0.6878290696144104,0.5301849842071533
66,0.690709406375885,0.5134450197219849,0.6877621235847473,0.5304775238037109
67,0.6906940293312073,0.5137050151824951,0.6877012619972229,0.5304625034332275
68,0.6907003297805786,0.5133249759674072,0.6876363096237182,0.5306975245475769
69,0.6906781535148621,0.5135049819946289,0.6875871195793152,0.531327486038208
70,0.6906980409622192,0.5131250023841858,0.6875141077041625,0.5312175154685974
71,0.6906993598937988,0.5128800272941589,0.6874582285881042,0.5318024754524231
72,0.6906701941490173,0.5132750272750854,0.6874191670417785,0.5318924784660339
73,0.6906794538497925,0.5131499767303467,0.6873547716140747,0.5318149924278259
74,0.690664044380188,0.5135725140571594,0.687303325176239,0.532346248626709
75,0.6906669397354126,0.5136849880218506,0.6872358198165893,0.532682478427887
76,0.6906933283805847,0.513182520866394,0.6871869950294495,0.5325624942779541
77,0.6906959447860718,0.5135300159454346,0.6871125774383545,0.5332249999046326
78,0.6906921396255493,0.5137324929237366,0.6870734658241272,0.533252477645874
79,0.6906895141601562,0.5135999917984009,0.6870043683052063,0.5329174995422363
80,0.6906524739265442,0.5135149955749512,0.6869499864578247,0.5335624814033508
81,0.6906822123527527,0.5132250189781189,0.6868926477432251,0.5336049795150757
82,0.690694552898407,0.5134099721908569,0.6868332695960998,0.5338025093078613
83,0.6906842269897461,0.5128700137138367,0.6867882237434387,0.5338699817657471
84,0.690698923587799,0.513729989528656,0.6867208862304688,0.5339875221252441
85,0.6906868605613709,0.5133699774742126,0.6866772637367249,0.5346599817276001
86,0.6906846027374267,0.5134549736976624,0.6866035499572753,0.5345437526702881
87,0.6906997818946838,0.513979971408844,0.6865588703155517,0.535022497177124
88,0.6907116026878357,0.5135899782180786,0.6864955215454102,0.5352925062179565
89,0.6907029390335083,0.513480007648468,0.6864358296394348,0.5352324843406677
90,0.6907116222381592,0.5138750076293945,0.6863831305503845,0.5354574918746948
91,0.6907190613746643,0.5135250091552734,0.686308865070343,0.5358399748802185
92,0.6907134985923767,0.5140374898910522,0.6862655282020569,0.5362750291824341
93,0.6907210597991943,0.5139350295066833,0.6862232255935669,0.5364350080490112
94,0.6907693481445313,0.5139549970626831,0.6861470127105713,0.5367100238800049
95,0.6907273287773132,0.5141199827194214,0.6861023077964783,0.5367749929428101
96,0.6907477250099182,0.5138199925422668,0.686047725200653,0.5368362665176392
97,0.6907819542884827,0.514270007610321,0.6859471664428711,0.53729248046875
98,0.6908046932220459,0.5136100053787231,0.6859149112701416,0.5373575091362
99,0.6908015079498291,0.5139449834823608,0.6858440833091736,0.5379549860954285
100,0.6907943925857544,0.5137249827384949,0.6857962255477905,0.5381824970245361
101,0.69081245803833,0.514460027217865,0.6857430605888367,0.5380449891090393
102,0.6908400821685791,0.5137649774551392,0.685681405544281,0.5386762619018555
103,0.6907905526161194,0.5141350030899048,0.6856212544441224,0.5387300252914429
104,0.690830487728119,0.5146549940109253,0.6855533270835876,0.5389249920845032
105,0.6908582096099853,0.5140374898910522,0.6855208187103271,0.5390024781227112
106,0.6908691229820252,0.514240026473999,0.6854209032058716,0.5396674871444702
107,0.6908893632888794,0.5140849947929382,0.6853755569458008,0.5395525097846985
108,0.6909536204338074,0.5142750144004822,0.6853019661903381,0.5397174954414368
109,0.6909118847846984,0.5135999917984009,0.6852792854309082,0.5397425293922424
