,testloss,testacc,trainloss,trainacc
0,0.00380124075897038,0.0038012408185750246,0.0040869292207062246,0.004086929373443127
1,0.0029667342863976954,0.002966734115034342,0.0031385928597301243,0.0031385929323732853
2,0.0026684935595840216,0.0026684936601668596,0.002806446989998221,0.0028064469806849957
3,0.0027249296866357327,0.0027249297127127647,0.002851073183119297,0.002851072931662202
4,0.002644527714699507,0.002644527703523636,0.0027208270877599715,0.0027208267711102962
5,0.002490326002240181,0.0024903258308768272,0.0025219167713075876,0.002521916525438428
6,0.002554498076438904,0.0025544981472194195,0.002577487472444773,0.0025774871464818716
7,0.00245867558196187,0.002458675531670451,0.0024603745928034187,0.002460374729707837
8,0.0024433586262166502,0.002443359000608325,0.0024392101168632507,0.0024392101913690567
9,0.0024390860088169576,0.0024390858598053455,0.002419567255303264,0.0024195672012865543
10,0.0024304743632674215,0.0024304743856191635,0.002412937647663057,0.002412937581539154
11,0.002364912319928408,0.0023649127688258886,0.002347821765579283,0.0023478218354284763
12,0.0024117905758321285,0.0024117904249578714,0.0023776099178940057,0.0023776099551469088
13,0.0024478768743574617,0.002447876613587141,0.0024146377611905336,0.002414637478068471
14,0.002326407665386796,0.002326407702639699,0.0022807281520217655,0.0022807284258306026
15,0.002368609743192792,0.0023686096537858248,0.0023252740735188126,0.0023252740502357483
16,0.002358576785773039,0.0023585769813507795,0.002314257592894137,0.0023142576683312654
17,0.0023584978468716143,0.002358498051762581,0.002309837706387043,0.0023098376113921404
18,0.0023076719865202902,0.0023076720535755157,0.002257243124768138,0.0022572434972971678
19,0.0022946510203182696,0.0022946507669985294,0.002228025056421757,0.002228024648502469
20,0.002357015920802951,0.0023570158518850803,0.002289170702919364,0.002289170864969492
21,0.0023672777991741896,0.0023672780953347683,0.002311274263076484,0.0023112741764634848
22,0.002280480792745948,0.0022804809268563986,0.002206356972455978,0.0022063571959733963
23,0.0022976669371128082,0.0022976670879870653,0.002221799094229937,0.002221799222752452
24,0.0022926195114850996,0.0022926197852939367,0.0022191031035035847,0.00221910304389894
25,0.002335169231519103,0.0023351693525910378,0.002275020390748978,0.0022750203497707844
26,0.0024321983475238083,0.0024321984965354204,0.002389885316602886,0.0023898854851722717
27,0.002384952683001757,0.002384952502325177,0.002320349808782339,0.002320349682122469
28,0.0023861440308392047,0.002386143896728754,0.00230625571962446,0.0023062557447701693
29,0.0023243865948170423,0.0023243864998221397,0.0022387435883283614,0.0022387432400137186
30,0.002350868606939912,0.0023508684244006872,0.002280920647084713,0.0022809209767729044
31,0.0023433918207883837,0.002343391999602318,0.0022610424077138306,0.002261042594909668
32,0.002344078689813614,0.0023440788500010967,0.0022669979147613047,0.002266997704282403
33,0.0022949415519833566,0.0022949413396418095,0.0021993907783180475,0.0021993909031152725
34,0.0023550553768873213,0.0023550554178655148,0.002260388286784291,0.0022603883408010006
35,0.002360544355586171,0.002360544167459011,0.002278071006760001,0.0022780708968639374
36,0.0023678584061563013,0.0023678583092987537,0.0022749962229281664,0.0022749966010451317
37,0.0023126626554876564,0.0023126627784222364,0.002206706063821912,0.002206705743446946
38,0.0023538418617099523,0.002353841904550791,0.0022489171512424947,0.002248917007818818
39,0.0022855333499610425,0.002285533118993044,0.0021674683783203365,0.0021674686577171087
40,0.0023580084554851053,0.0023580086417496204,0.0022518288232386114,0.0022518285550177097
41,0.002378458600491285,0.0023784583900123835,0.0022846997948363424,0.002284699585288763
42,0.002312746113166213,0.002312746364623308,0.002196152966469526,0.0021961526945233345
43,0.0023410805314779282,0.002341080456972122,0.002221540045924485,0.002221540082246065
44,0.0023264435436576606,0.002326443325728178,0.002210045885294676,0.002210045699030161
45,0.002295838724821806,0.0022958386689424515,0.0021716272607445715,0.002171627013012767
46,0.002382653122767806,0.0023826530668884516,0.002286494914442301,0.0022864951752126217
47,0.002340072302147746,0.002340072300285101,0.0022235552538186314,0.0022235552314668894
48,0.002316458582878113,0.0023164586164057255,0.002201210031285882,0.0022012097761034966
49,0.002330337693914771,0.002330337418243289,0.002205301335081458,0.0022053015418350697
50,0.0023123234547674657,0.0023123237770050764,0.0021899559386074543,0.002189955674111843
51,0.0023770498801022766,0.002377049997448921,0.0022224743021652103,0.002222473965957761
52,0.0023766657095402478,0.002376665361225605,0.00222169625852257,0.0022216960787773132
53,0.002303821872919798,0.0023038217332214117,0.002159507656469941,0.0021595079451799393
54,0.002350951239466667,0.0023509510792791843,0.002196201577782631,0.002196201588958502
55,0.002270368842408061,0.0022703688591718674,0.0021186511758714915,0.002118651056662202
56,0.0023015445787459613,0.002301544649526477,0.0021493067517876626,0.0021493069361895323
57,0.0022980755679309368,0.002298075472936034,0.0021565643027424814,0.0021565642673522234
58,0.0023106889836490155,0.002310688840225339,0.002162704269401729,0.0021627042442560196
59,0.002345129359513521,0.002345129381865263,0.002214843432419002,0.002214843640103936
60,0.0022800678461790086,0.0022800678852945566,0.002122496133670211,0.002122496720403433
61,0.0022953621055930855,0.0022953622974455357,0.002133839054964483,0.002133839065209031
62,0.00229230990447104,0.0022923096548765898,0.0021334058148786425,0.002133406000211835
63,0.002309595074504614,0.002309595001861453,0.002141571270301938,0.0021415711380541325
64,0.0023928920980542897,0.0023928917944431305,0.002216066671535373,0.0022160664666444063
65,0.0023619627710431816,0.002361962804570794,0.0021811789944767954,0.002181178890168667
66,0.002281576067209244,0.0022815761622041464,0.0021254363153129815,0.0021254364401102066
67,0.0023814664594829084,0.002381466329097748,0.002247127844020724,0.002247127704322338
68,0.002287111846730113,0.002287111710757017,0.0021401331573724747,0.0021401329431682825
69,0.002426402347162366,0.002426402410492301,0.0022343514412641527,0.0022343513555824757
70,0.0022675052992999554,0.002267505507916212,0.0020877242479473354,0.0020877241622656584
71,0.0023014756515622138,0.0023014754988253117,0.002151054094545543,0.002151054097339511
72,0.002308252815157175,0.0023082527332007885,0.002130151051096618,0.002130151027813554
73,0.002299398306757212,0.0022993984166532755,0.002123877054080367,0.002123876940459013
74,0.0022665726505219936,0.002266572555527091,0.00208528867457062,0.0020852885209023952
75,0.0023029296230524777,0.0023029299918562174,0.002128937647677958,0.0021289377473294735
76,0.0022956980876624586,0.0022956980392336845,0.002111754983663559,0.002111754845827818
77,0.002286349955946207,0.0022863501217216253,0.0021317850751802325,0.0021317852661013603
78,0.0023126008436083795,0.002312601078301668,0.0021274538403376936,0.00212745345197618
79,0.0022794712260365488,0.0022794713731855154,0.0021004288848489525,0.0021004287991672754
80,0.002273965582251549,0.0022739656269550323,0.002099264574237168,0.0020992644131183624
81,0.0022903005871921776,0.0022903005592525005,0.002124319741502404,0.0021243200171738863
82,0.002312556590884924,0.002312556840479374,0.0021363892508670687,0.002136389259248972
83,0.002283986845985055,0.002283987123519182,0.0021140332566574214,0.0021140333265066147
84,0.002413540203124285,0.0024135401472449303,0.002202368506230414,0.002202368574216962
85,0.0022895260509103537,0.0022895261645317078,0.002109893225133419,0.0021098931320011616
86,0.002293938912451267,0.0022939390037208796,0.0020952413938939572,0.002095241332426667
87,0.0022965299151837828,0.002296529710292816,0.0021157176066190003,0.0021157176233828068
88,0.002309503857046366,0.0023095039650797844,0.0021177505534142257,0.0021177507005631924
89,0.0023167048059403897,0.0023167047183960676,0.0021561568249017,0.0021561570465564728
90,0.0022970241755247115,0.002297024242579937,0.00212079850025475,0.0021207984536886215
91,0.0023101065922528506,0.0023101065307855606,0.0020963233131915332,0.0020963235292583704
92,0.0026478573847562074,0.00264785741455853,0.002398671471513808,0.002398671815171838
93,0.002305126804858446,0.0023051269818097353,0.002093425504863262,0.0020934254862368107
94,0.0022588448766618966,0.0022588446736335754,0.002044963070191443,0.0020449634175747633
95,0.0022980104498565197,0.0022980105131864548,0.0020953011382371187,0.0020953011699020863
96,0.0023128707595169544,0.0023128706961870193,0.002107885576784611,0.002107885666191578
97,0.002284615445882082,0.002284615533426404,0.002067661838606,0.0020676618441939354
98,0.002295904614031315,0.0022959045600146055,0.002084379251115024,0.0020843790844082832
99,0.002273044129833579,0.0022730440832674503,0.0020781228821724652,0.0020781229250133038
